college_id,UG_fee,PG_fee
3538,"4,200","4,200"
3539,--,--
3540,"45,100",--
3541,--,--
3542,"1,44,000",--
3543,"55,000","17,500"
3544,"46,000",--
3545,"35,000","1,00,000"
3546,"34,100",--
3547,"78,500","1,43,500"
3548,"55,500",--
3549,"75,000","70,000"
3550,"1,12,000","2,48,000"
3551,"61,000","2,70,000"
3552,"7,85,000",--
3553,--,--
3554,"1,65,000","2,00,000"
3555,"3,470","3,470"
3556,"3,90,000","3,90,000"
3557,"16,11,800","16,11,800"
3558,"25,000","22,000"
3559,"53,800","95,800"
3560,--,--
3561,"1,00,000","1,10,000"
3562,"85,000","1,10,000"
3563,"2,575",--
3564,"1,15,175","64,115"
3565,"21,760",--
3566,"23,510",--
3567,--,--
3568,"1,04,000","60,000"
3569,"3,20,000","1,76,000"
3570,--,--
3571,"37,500",--
3572,"1,29,000","73,000"
3573,"77,980",--
3574,"40,000","1,25,000"
3575,"70,200",--
3576,"66,000","88,000"
3577,"25,000","40,000"
3578,"1,14,700","72,700"
3579,"60,500","31,750"
3580,"78,000",--
3581,"78,000","70,000"
3582,"45,700",--
3583,"30,000","32,000"
3584,"15,520","24,000"
3585,"15,000","20,050"
3586,"12,000","15,250"
3587,"27,500",--
3588,--,--
3589,--,--
3590,"1,56,000",--
3591,"47,100",--
3592,--,--
3593,"95,000",--
3594,--,--
3595,--,--
3596,"3,39,600","1,84,800"
3597,"6,090",--
3598,"4,815",--
3599,"1,16,000",--
3600,"40,000",--
3601,--,--
3602,"2,745",--
3603,"3,800",--
3604,"6,660",--
3605,"6,870",--
3606,"4,145",--
3607,"2,320",--
3608,"6,090",--
3609,"8,660",--
3610,--,--
3611,"12,922",--
3612,--,--
3613,"7,495",--
3614,"85,000","17,90,000"
3615,"10,000","2,25,000"
3616,"32,180","40,000"
3617,"30,000","40,000"
3618,--,--
3619,"1,800",--
3620,"80,000","40,000"
3621,"1,00,000",--
3622,"1,10,000","1,60,000"
3623,"1,03,000","1,03,000"
3624,"5,58,500","5,00,000"
3625,--,--
3626,"16,75,000","18,75,000"
3627,"26,370","26,370"
3628,"40,200","42,200"
3629,--,--
3630,--,--
3631,"5,856",--
3632,"50,000",--
3633,"9,500","25,000"
3634,"17,90,000","4,00,000"
3635,"1,10,000","1,60,000"
3636,--,--
3637,"11,00,000","7,15,000"
3638,"19,650","19,650"
3639,"30,000",--
3640,"2,500",--
3641,"20,000",--
3642,"30,000",--
3643,"18,81,000","10,28,825"
3644,--,--
3645,"4,86,000",--
3646,"60,000","70,000"
3647,"50,000","20,000"
3648,"1,05,000",--
3649,"1,26,500","67,500"
3650,"1,15,589","83,649"
3651,"1,00,000",--
3652,"2,97,000",--
3653,--,--
3654,"1,17,500","1,26,500"
3655,--,--
3656,"87,600","97,600"
3657,--,--
3658,"46,000",--
3659,"1,22,600",--
3660,--,--
3661,--,--
3662,--,--
3663,--,--
3664,--,--
3665,"1,10,000","1,10,000"
3666,"1,17,500","1,26,500"
3667,"84,750",--
3668,"75,000","75,000"
3669,"24,000",--
3670,"32,400","22,300"
3671,"30,000","60,000"
3672,"2,53,250","1,44,500"
3673,"16,380","1,03,260"
3674,"1,75,000","1,50,000"
3675,"1,50,000","1,00,000"
3676,"1,35,000","1,97,000"
3677,"6,46,400","4,70,000"
3678,"78,800","3,53,800"
3679,"43,000","75,000"
3680,"1,66,900",--
3681,"1,10,000","1,85,000"
3682,--,--
3683,"1,50,000","75,000"
3684,"1,50,000","1,25,000"
3685,"30,000",--
3686,"43,000","55,000"
3687,"1,45,500","2,05,500"
3688,--,--
3689,"2,10,000",--
3690,--,--
3691,"49,500","68,000"
3692,"90,000","2,00,000"
3693,--,--
3694,"10,500",--
3695,"28,000",--
3696,"40,000","1,20,000"
3697,"50,500","51,000"
3698,--,--
3699,--,--
3700,--,--
3701,--,--
3702,"70,750","64,500"
3703,"1,25,000","50,000"
3704,"2,16,568","41,633"
3705,"17,696","16,335"
3706,"1,98,000","1,50,000"
3707,"1,30,000","1,60,000"
3708,"1,00,000","1,52,500"
3709,"1,30,000","1,30,000"
3710,"1,55,000","2,00,000"
3711,"1,48,292","1,63,292"
3712,"1,24,000","1,55,000"
3713,"18,210","36,000"
3714,"2,61,758","1,95,000"
3715,"1,81,208","1,82,731"
3716,"1,43,053","1,33,983"
3717,"90,000","80,500"
3718,"1,15,000","1,15,000"
3719,--,--
3720,"43,500",--
3721,"3,00,000","2,50,000"
3722,"1,21,500","3,52,000"
3723,"12,550",--
3724,--,--
3725,"92,900",--
3726,"1,20,000","1,18,000"
3727,"74,000","67,000"
3728,--,--
3729,"1,25,000","1,42,000"
3730,"95,000","1,20,000"
3731,"1,20,000","1,20,000"
3732,"1,40,000","1,30,000"
3733,"80,000","1,42,000"
3734,"8,368","13,410"
3735,"36,815","37,315"
3736,--,--
3737,"1,50,000","1,82,000"
3738,"90,000",--
3739,"1,73,700","2,11,500"
3740,"1,05,000",--
3741,"1,15,000","1,05,950"
3742,"66,000","54,000"
3743,--,--
3744,"80,000","1,17,200"
3745,--,--
3746,--,--
3747,"1,02,250","93,250"
3748,--,--
3749,"93,803","92,603"
3750,"86,163","71,163"
3751,"80,000",--
3752,"63,300","68,750"
3753,"71,000",--
3754,"1,10,000","75,000"
3755,"1,10,000","85,000"
3756,"1,10,000","1,00,000"
3757,"77,000","1,78,000"
3758,"1,25,000","1,10,000"
3759,"1,40,000","75,000"
3760,"80,000","2,10,000"
3761,"1,20,000","1,20,000"
3762,"50,885","37,885"
3763,"33,100","25,600"
3764,"2,045",--
3765,"50,100",--
3766,--,--
3767,--,--
3768,"30,730","10,730"
3769,"1,72,000",--
3770,"1,57,200","2,90,200"
3771,"90,000",--
3772,"79,000","80,000"
3773,"1,15,000","1,05,950"
3774,--,--
3775,"80,000","1,17,200"
3776,--,--
3777,--,--
3778,"65,000","1,10,000"
3779,--,--
3780,"40,000","50,000"
3781,"71,000",--
3782,"1,10,000","75,000"
3783,"1,10,000","85,000"
3784,"1,70,000","84,000"
3785,"56,850","44,050"
3786,"1,10,000","1,00,000"
3787,"1,07,200","3,00,000"
3788,"1,22,400",--
3789,"95,000","1,25,000"
3790,"3,29,988","3,15,483"
3791,"36,100","67,800"
3792,"11,750","93,230"
3793,"11,450","15,000"
3794,"56,300","1,17,500"
3795,"30,200","1,04,784"
3796,"1,85,000","1,75,000"
3797,"52,000","1,10,000"
3798,"1,21,780","3,63,094"
3799,"1,50,000",--
3800,"80,020","1,07,900"
3801,"1,80,000",--
3802,"60,000",--
3803,"50,200",--
3804,--,--
3805,"38,200","1,10,000"
3806,"40,000","68,000"
3807,"31,000","1,10,000"
3808,"44,100","1,10,000"
3809,"2,40,000","2,20,000"
3810,"1,32,000","1,70,000"
3811,"60,450","1,10,000"
3812,"45,800","1,10,000"
3813,"90,000","1,10,000"
3814,"50,000","1,10,000"
3815,"48,000","1,10,000"
3816,"65,000","1,10,000"
3817,"50,200","1,18,900"
3818,"35,000","1,10,000"
3819,"4,25,000","3,13,000"
3820,"2,53,250","2,84,500"
3821,"1,27,000","1,50,000"
3822,"97,000","1,10,000"
3823,"2,30,175","3,76,175"
3824,--,--
3825,"4,40,000","4,17,000"
3826,"72,500","1,21,000"
3827,"1,83,000","1,86,000"
3828,--,--
3829,"1,20,000","1,45,000"
3830,"96,000",--
3831,"1,40,000","2,50,000"
3832,"75,000","1,00,000"
3833,--,--
3834,"1,03,500","2,00,000"
3835,--,--
3836,"4,85,000","98,000"
3837,"2,00,000","1,20,000"
3838,"1,60,000","65,000"
3839,"1,88,950","2,13,450"
3840,"97,500","1,58,000"
3841,"59,000","2,25,000"
3842,"2,74,500","2,11,000"
3843,"21,430","21,430"
3844,"1,01,500",--
3845,"3,38,250","1,88,250"
3846,"2,07,000","3,50,000"
3847,"96,000","1,44,000"
3848,--,--
3849,"1,12,500",--
3850,"1,10,000","1,15,000"
3851,"20,000",--
3852,"2,02,000",--
3853,"54,000","75,000"
3854,--,--
3855,"14,300","19,770"
3856,"32,000","98,500"
3857,"52,000","1,10,000"
3858,"55,000","93,000"
3859,"85,500","1,19,500"
3860,"4,23,475","4,69,475"
3861,"61,500","1,17,500"
3862,"91,500","1,20,500"
3863,"1,00,000","1,10,000"
3864,"1,000","2,500"
3865,"1,20,000",--
3866,"80,500","1,15,500"
3867,--,--
3868,"35,000",--
3869,"47,000","1,10,000"
3870,"96,000",--
3871,"1,00,405",--
3872,"45,500","1,17,500"
3873,--,--
3874,--,--
3875,--,--
3876,"70,000",--
3877,"35,000","1,10,000"
3878,"73,600","79,500"
3879,"77,050","77,050"
3880,"94,000","75,000"
3881,"56,550","47,550"
3882,"1,00,000","42,500"
3883,"30,000","1,10,000"
3884,"1,16,000","61,500"
3885,"55,000","2,41,775"
3886,"1,54,500","76,000"
3887,"60,000","70,000"
3888,"95,000",--
3889,"1,00,000","66,000"
3890,"32,600","59,000"
3891,"68,000","1,40,000"
3892,"1,20,300","75,550"
3893,"50,000","1,25,000"
3894,"75,000","55,000"
3895,"60,000","66,000"
3896,"65,000",--
3897,"70,000","60,000"
3898,"65,000","75,000"
3899,"40,000",--
3900,"72,000","48,300"
3901,"55,000","39,000"
3902,"65,400","80,000"
3903,"1,40,000",--
3904,"55,000","1,40,000"
3905,"1,36,105","1,55,000"
3906,"1,36,105","40,000"
3907,"85,000","1,90,000"
3908,"3,500",--
3909,"1,52,700","1,85,150"
3910,"98,000","40,000"
3911,--,--
3912,"5,17,000","4,50,000"
3913,"1,36,105","2,00,000"
3914,"19,500",--
3915,"1,25,000","90,000"
3916,"98,000","1,00,000"
3917,"1,36,105","2,31,000"
3918,"98,000","2,00,000"
3919,"1,36,105","2,38,105"
3920,"1,36,105",--
3921,"1,36,105","1,55,000"
3922,"4,50,000","5,17,000"
3923,"1,50,000",--
3924,"1,36,000","2,30,000"
3925,"1,36,105","1,55,000"
3926,"1,35,605","1,34,000"
3927,--,--
3928,"22,070",--
3929,"22,070","34,750"
3930,"1,10,000",--
3931,"22,070",--
3932,"1,52,700","1,85,150"
3933,"1,10,000","40,000"
3934,"4,260",--
3935,"4,45,475","86,825"
3936,"1,61,500","1,63,500"
3937,--,--
3938,"45,000","1,00,000"
3939,--,--
3940,"54,000",--
3941,"74,500","80,000"
3942,"96,400","1,08,800"
3943,"50,000","1,20,000"
3944,"1,32,000","77,000"
3945,"53,000","63,000"
3946,--,--
3947,"22,000","66,500"
3948,"62,500","1,27,000"
3949,"1,75,000",--
3950,"1,07,200","3,00,000"
3951,"1,51,200","82,000"
3952,--,--
3953,"60,000","2,60,000"
3954,"1,02,000","80,000"
3955,"1,20,000","1,20,000"
3956,"90,000",--
3957,"1,54,000","85,000"
3958,"54,000","60,000"
3959,"45,500","1,00,000"
3960,"96,000",--
3961,"70,000","1,96,500"
3962,"1,20,000","90,000"
3963,"29,400","15,665"
3964,"33,100","25,600"
3965,"30,000","68,350"
3966,"1,43,500","1,09,100"
3967,"86,700","81,700"
3968,"30,730","10,730"
3969,"2,00,000","1,90,000"
3970,"50,500","1,20,000"
3971,"1,57,200","2,90,200"
3972,"2,575",--
3973,"79,000","80,000"
3974,"65,000","1,10,000"
3975,"1,09,200","1,01,700"
3976,"40,000","50,000"
3977,"74,700","1,01,700"
3978,"1,70,000","84,000"
3979,"1,10,000","1,00,000"
3980,"95,000","1,25,000"
3981,"80,000","1,00,000"
3982,"85,500","90,000"
3983,"1,60,000",--
3984,"60,000",--
3985,"85,000","85,000"
3986,"90,000","80,000"
3987,"1,21,000","85,000"
3988,"2,05,000","1,62,500"
3989,"1,20,000","90,000"
3990,"72,000",--
3991,"72,000",--
3992,"91,588",--
3993,"1,500","2,100"
3994,"1,65,000","1,75,000"
3995,"3,150","6,350"
3996,"1,35,000","1,58,000"
3997,"82,000","1,42,000"
3998,--,--
3999,"81,000","1,18,000"
4000,"3,96,000","62,200"
4001,--,--
4002,"1,10,000","2,10,000"
4003,"1,21,000","21,300"
4004,"1,53,000","60,000"
4005,"94,800","1,39,800"
4006,"1,64,000","1,58,000"
4007,"1,25,000","80,000"
4008,"1,98,000","1,54,000"
4009,"70,600","50,600"
4010,"73,000",--
4011,"1,30,000","1,89,000"
4012,--,--
4013,"59,000","98,000"
4014,"79,000",--
4015,"54,000","95,000"
4016,"60,000",--
4017,--,--
4018,"82,000","1,13,000"
4019,"29,400","15,665"
4020,"90,500","1,27,500"
4021,"79,200","1,00,000"
4022,"1,72,000","1,62,000"
4023,"80,000","1,10,000"
4024,--,--
4025,"2,00,000","1,90,000"
4026,"2,575",--
4027,"1,00,000","85,000"
4028,"14,000",--
4029,"39,400","1,34,000"
4030,"3,16,000","2,44,000"
4031,"32,874","2,22,000"
4032,"1,36,500","1,36,500"
4033,"1,28,000","87,000"
4034,"80,000","1,20,000"
4035,"3,27,000",--
4036,"69,600","65,600"
4037,"91,900","1,38,400"
4038,"4,95,428","1,26,000"
4039,"87,080","1,27,050"
4040,"1,06,000",--
4041,"3,27,000",--
4042,"1,20,000","1,20,000"
4043,"1,20,000","50,000"
4044,--,--
4045,"2,43,000","2,52,000"
4046,"4,78,000","3,05,700"
4047,"2,43,000","1,10,500"
4048,"2,400","2,00,000"
4049,--,--
4050,"17,650",--
4051,--,--
4052,"1,03,200","1,40,100"
4053,"95,100","1,76,600"
4054,--,--
4055,"1,00,000","1,00,000"
4056,"80,000","1,66,000"
4057,"1,23,600","1,58,600"
4058,"1,32,800","1,63,200"
4059,--,--
4060,"1,27,050","1,39,400"
4061,"25,000",--
4062,"98,250",--
4063,"1,10,200","1,02,000"
4064,"1,03,600","1,12,500"
4065,"1,17,430","1,69,000"
4066,"62,044",--
4067,--,--
4068,"80,000",--
4069,"88,700","1,23,700"
4070,"20,000","2,500"
4071,"3,57,000",--
4072,"97,500","1,25,000"
4073,"96,500","78,000"
4074,"1,35,000","1,20,000"
4075,"1,50,000","40,000"
4076,"62,500","1,46,000"
4077,"84,000","85,000"
4078,"65,000","75,500"
4079,"3,28,000",--
4080,"1,00,000",--
4081,"55,000",--
4082,--,--
4083,--,--
4084,"70,000","60,000"
4085,"70,000","73,000"
4086,"72,000","83,000"
4087,"62,500","68,750"
4088,"89,000",--
4089,"62,500","73,000"
4090,"70,000","75,000"
4091,"46,000","21,050"
4092,--,--
4093,"60,000",--
4094,"9,500","70,000"
4095,"82,000","90,000"
4096,"62,500","73,000"
4097,"68,000","90,000"
4098,--,--
4099,"71,250",--
4100,"5,800",--
4101,"6,75,500","2,36,000"
4102,"1,80,000","1,40,000"
4103,"1,05,000","1,22,350"
4104,"1,18,000",--
4105,"1,12,000","1,87,200"
4106,"86,800","68,500"
4107,"80,000","1,00,000"
4108,"70,000","45,000"
4109,"1,30,400","92,800"
4110,--,--
4111,"1,17,500","1,26,500"
4112,"1,06,800","96,800"
4113,--,--
4114,"75,000","65,000"
4115,"1,17,500","1,25,000"
4116,"80,000","1,70,000"
4117,"87,800","1,20,750"
4118,--,--
4119,"56,013","1,25,000"
4120,"91,000","1,00,000"
4121,"90,000","85,000"
4122,"82,000","50,000"
4123,"1,17,500","1,26,500"
4124,"51,200",--
4125,"38,200","69,620"
4126,"1,75,000","2,40,000"
4127,"43,000",--
4128,"2,10,000","8,000"
4129,"25,010",--
4130,"1,37,000","1,37,000"
4131,--,--
4132,"41,000",--
4133,"1,13,800","1,63,800"
4134,--,--
4135,"40,000","2,22,500"
4136,"1,45,000",--
4137,"1,50,000",--
4138,"2,500",--
4139,"87,000","1,64,000"
4140,--,--
4141,--,--
4142,"65,000",--
4143,--,--
4144,"75,500",--
4145,--,--
4146,--,--
4147,--,--
4148,--,--
4149,"1,255","1,845"
4150,"1,255","1,845"
4151,"1,459","1,999"
4152,"38,200","69,620"
4153,--,--
4154,"1,65,000","6,500"
4155,"65,320","17,600"
4156,"10,500","78,750"
4157,"45,000","6,980"
4158,"8,000","54,520"
4159,"27,000",--
4160,"3,750","13,046"
4161,"29,000","10,767"
4162,"73,000",--
4163,"27,000",--
4164,--,--
4165,500,--
4166,"3,00,000",--
4167,"1,27,000","2,02,000"
4168,"12,280","35,040"
4169,"1,700",--
4170,"10,000","8,050"
4171,"11,000",--
4172,--,--
4173,--,--
4174,"21,000","33,000"
4175,--,--
4176,"2,25,000",--
4177,--,--
4178,"68,500",--
4179,"7,180","15,000"
4180,"23,000","30,000"
4181,"33,000",--
4182,--,--
4183,"42,800","79,000"
4184,"60,000","2,206"
4185,"17,395","2,07,320"
4186,"52,160","13,090"
4187,"1,80,000",--
4188,"13,92,000",--
4189,"84,000","1,88,000"
4190,"60,000","3,900"
4191,"1,24,000","1,00,000"
4192,"34,505","39,505"
4193,"41,000",--
4194,"90,000","71,700"
4195,--,--
4196,--,--
4197,--,--
4198,--,--
4199,"60,200","92,000"
4200,"33,000",--
4201,"2,091",--
4202,--,--
4203,--,--
4204,"27,500",--
4205,"75,000","1,50,000"
4206,"85,000","1,10,000"
4207,"60,000","3,40,000"
4208,--,--
4209,"75,000","75,000"
4210,"85,000","70,000"
4211,"13,000","1,38,000"
4212,"10,400","8,700"
4213,"29,500","7,500"
4214,"5,428","5,729"
4215,"1,80,000",--
4216,"13,92,000",--
4217,"92,500","89,400"
4218,"1,11,200","66,600"
4219,"2,90,200",--
4220,"89,400",--
4221,"1,391",--
4222,"26,600","10,400"
4223,"14,000","1,12,000"
4224,"89,400",--
4225,--,--
4226,"9,000","5,835"
4227,"6,94,000",--
4228,"1,24,000","1,00,000"
4229,"34,505","39,505"
4230,"72,900",--
4231,"41,000",--
4232,"8,500","10,800"
4233,"1,200",--
4234,"1,88,250","1,72,250"
4235,"1,250",--
4236,--,--
4237,"20,000","20,000"
4238,"66,000","1,56,000"
4239,"55,500",--
4240,"1,92,065","3,22,720"
4241,"1,45,000","1,55,000"
4242,"32,000","18,000"
4243,--,--
4244,"10,600",--
4245,--,--
4246,"11,750","37,290"
4247,"12,900","12,400"
4248,"36,000",--
4249,"11,600",--
4250,--,--
4251,"1,64,000","43,000"
4252,--,--
4253,"7,605",--
4254,"36,000",--
4255,--,--
4256,"1,11,840",--
4257,"1,42,000","6,000"
4258,"30,000","25,000"
4259,"15,000","15,000"
4260,--,--
4261,"92,396","2,29,548"
4262,"1,55,000","1,80,000"
4263,--,--
4264,"12,400",--
4265,--,--
4266,"2,000","9,000"
4267,"6,000",--
4268,"1,05,000","1,05,000"
4269,"1,37,850","1,15,000"
4270,"1,95,000","1,37,000"
4271,"9,00,000","8,00,000"
4272,"82,000",--
4273,"1,20,000","1,40,000"
4274,"29,000","96,000"
4275,--,--
4276,"7,500","90,000"
4277,--,--
4278,"22,140",--
4279,"50,000",--
4280,"1,30,000","30,000"
4281,"60,000",--
4282,--,--
4283,"1,50,000","2,00,000"
4284,--,--
4285,"2,50,000",--
4286,"2,00,000","2,01,050"
4287,"16,570",--
4288,--,--
4289,"55,000",--
4290,"3,17,000",--
4291,"15,000",--
4292,"2,60,000",--
4293,--,--
4294,"65,000",--
4295,"35,000",--
4296,"2,00,000",--
4297,"13,456",--
4298,"90,000",--
4299,"7,20,000","20,500"
4300,"1,30,000","12,000"
4301,"2,60,000","1,30,000"
4302,"2,900","3,000"
4303,"30,600","35,100"
4304,"1,02,000",--
4305,"9,890","2,900"
4306,"4,800","15,220"
4307,--,--
4308,"2,500",--
4309,--,--
4310,"40,520",--
4311,"2,80,000",--
4312,"70,000",--
4313,"14,900",--
4314,--,--
4315,--,--
4316,"70,000","1,40,000"
4317,"80,000","52,000"
4318,"10,000",--
4319,"25,340","13,270"
4320,"20,000",--
4321,"3,10,000","1,50,000"
4322,--,--
4323,"1,02,000",--
4324,"1,49,500","1,89,500"
4325,"90,000","30,000"
4326,"20,000","30,000"
4327,"64,000","90,000"
4328,"55,000","77,000"
4329,"52,600","23,500"
4330,"21,000","5,500"
4331,"17,250","36,600"
4332,"16,000","12,000"
4333,"3,612",--
4334,"35,000",--
4335,"3,75,000","1,00,000"
4336,"1,27,000",--
4337,"30,000","55,000"
4338,"33,000",--
4339,"45,000","60,000"
4340,"51,500","66,500"
4341,"10,000","2,41,775"
4342,"66,500","36,000"
4343,"60,000","1,00,000"
4344,"29,000","22,000"
4345,"38,000",--
4346,"34,500",--
4347,"30,000","50,000"
4348,"31,000",--
4349,"21,000","1,25,000"
4350,"6,500","9,010"
4351,--,--
4352,--,--
4353,--,--
4354,--,--
4355,"91,050",--
4356,"7,555","26,815"
4357,"7,900",--
4358,--,--
4359,--,--
4360,--,--
4361,--,--
4362,--,--
4363,"40,000",--
4364,"2,000",--
4365,"29,320","15,040"
4366,"15,755","16,155"
4367,"30,300","4,720"
4368,"20,000","20,000"
4369,--,--
4370,--,--
4371,"20,000","3,000"
4372,--,--
4373,"60,000",--
4374,"2,70,000","6,110"
4375,--,--
4376,"40,000",--
4377,"35,000",--
4378,"90,000",--
4379,"1,99,000","2,59,000"
4380,"1,17,500","70,300"
4381,"62,000","1,68,000"
4382,"1,61,500","1,61,500"
4383,"1,00,000","10,000"
4384,"10,000",--
4385,720,"1,320"
4386,"1,00,000","32,000"
4387,"31,000","1,32,000"
4388,"2,500",--
4389,"28,000","53,000"
4390,"41,650","5,440"
4391,"83,000",--
4392,"71,000","35,000"
4393,"66,500","42,000"
4394,"10,200","80,000"
4395,"41,000","1,17,500"
4396,"36,000","67,500"
4397,"75,000","50,000"
4398,"30,000","1,00,000"
4399,"42,200","67,200"
4400,"82,000","31,200"
4401,"2,30,000","55,000"
4402,"90,000","50,000"
4403,"90,000",--
4404,"81,000","85,000"
4405,"1,46,000","40,000"
4406,"13,452","48,187"
4407,"1,11,200","66,600"
4408,"2,90,200",--
4409,"65,500","65,500"
4410,"9,480","86,200"
4411,"9,000","5,835"
4412,"6,94,000",--
4413,"70,000","1,20,000"
4414,"88,695","1,02,685"
4415,"72,200","8,070"
4416,"1,200",--
4417,"1,88,250","1,72,250"
4418,--,--
4419,"1,75,000",--
4420,"20,000","20,000"
4421,"74,700",--
4422,"1,96,000","68,000"
4423,"1,20,000","4,00,000"
4424,"3,30,000","2,30,000"
4425,"75,000","75,000"
4426,"90,000","90,000"
4427,"75,000","75,000"
4428,"4,000","90,000"
4429,"1,30,000","1,83,000"
4430,"1,83,120","2,13,120"
4431,"1,70,000","2,39,000"
4432,"1,86,000","1,47,000"
4433,"1,30,000","2,97,700"
4434,"97,200","1,30,000"
4435,"4,380",--
4436,"8,560","12,260"
4437,"1,400","7,500"
4438,"1,10,000",--
4439,--,--
4440,"45,000","54,789"
4441,"92,000","62,000"
4442,--,--
4443,"50,000",--
4444,"14,900",--
4445,"1,30,000","1,65,000"
4446,--,--
4447,"1,00,000",--
4448,"35,600","84,500"
4449,"9,500",--
4450,"50,000","1,25,000"
4451,--,--
4452,"7,60,000",--
4453,"48,000","25,000"
4454,"68,700",--
4455,--,--
4456,"20,000",--
4457,"2,00,000",--
4458,"27,000","1,76,000"
4459,"1,42,168","1,54,739"
4460,"13,452","48,187"
4461,"9,480","86,200"
4462,"70,000","1,20,000"
4463,"88,695","1,02,685"
4464,"40,000",--
4465,--,--
4466,"85,000","1,04,000"
4467,--,--
4468,"85,000",--
4469,"82,500","53,400"
4470,"1,10,000","85,000"
4471,"64,000","1,26,000"
4472,"4,75,000",--
4473,"49,000",--
4474,"1,10,000",--
4475,"80,000","1,10,000"
4476,"78,405",--
4477,"80,000","1,10,000"
4478,"3,23,000",--
4479,"53,305","48,785"
4480,--,--
4481,"50,000",--
4482,--,--
4483,"33,000",--
4484,"48,000",--
4485,"1,63,900","1,23,900"
4486,"36,000","2,43,600"
4487,--,--
4488,"25,920","20,000"
4489,--,--
4490,"1,844","3,944"
4491,"10,000",--
4492,"2,50,000",--
4493,"30,200",--
4494,"27,000",--
4495,"37,500",--
4496,"2,11,000","1,00,000"
4497,"60,000",--
4498,"1,59,100","1,71,100"
4499,"65,000","30,000"
4500,"1,02,400","1,09,800"
4501,--,--
4502,"60,000","70,000"
4503,"1,01,500",--
4504,"1,20,000",--
4505,"1,19,080","1,42,600"
4506,"58,000",--
4507,--,--
4508,--,--
4509,--,--
4510,"20,215",--
4511,"46,000",--
4512,"39,700",--
4513,"1,39,000","1,86,000"
4514,"2,00,000","1,50,000"
4515,"1,10,000","1,10,000"
4516,--,--
4517,"45,000","24,000"
4518,"1,75,000",--
4519,"22,500",--
4520,--,--
4521,--,--
4522,"7,651","11,750"
4523,"25,000",--
4524,"13,000",--
4525,"42,500","7,583"
4526,"9,500","2,135"
4527,--,--
4528,"2,000",--
4529,"90,700","97,838"
4530,"2,40,000","6,00,000"
4531,"1,43,510","1,12,430"
4532,"16,48,500","2,08,000"
4533,"1,05,000",--
4534,"1,55,000","1,89,200"
4535,"1,36,400","1,49,600"
4536,"70,000","60,000"
4537,"60,000","80,000"
4538,--,--
4539,--,--
4540,--,--
4541,--,--
4542,"36,400","15,900"
4543,"1,542",--
4544,"93,500","95,000"
4545,"60,000","80,000"
4546,"94,100","1,50,500"
4547,"30,000",--
4548,"9,790","10,640"
4549,"17,790","26,998"
4550,"17,790","26,998"
4551,"6,100","1,400"
4552,"91,300",--
4553,"1,36,400","1,49,600"
4554,"16,48,500","2,22,000"
4555,--,--
4556,--,--
4557,"2,19,350","2,01,800"
4558,"1,47,640","35,240"
4559,"2,25,000","2,00,000"
4560,"1,11,200","67,200"
4561,"1,57,000","1,49,000"
4562,"11,000",--
4563,"11,000",--
4564,"21,000",--
4565,"1,30,000",--
4566,"1,44,000","90,000"
4567,"2,130",--
4568,"12,800",--
4569,--,--
4570,"90,000",--
4571,"1,57,000","1,14,000"
4572,"47,186","38,186"
4573,--,--
4574,--,--
4575,"1,42,000","75,000"
4576,"1,42,000","75,000"
4577,"1,25,000",--
4578,"1,10,130","62,380"
4579,"58,186","42,186"
4580,--,--
4581,"40,950","27,900"
4582,"24,000",--
4583,--,--
4584,"59,375","44,375"
4585,"1,30,500","90,500"
4586,"7,600",--
4587,"2,23,100","43,600"
4588,"1,65,700","1,09,200"
4589,"1,60,000","1,17,600"
4590,"1,00,000",--
4591,"1,59,000",--
4592,"42,000","42,000"
4593,"1,12,500",--
4594,"2,95,000","2,31,000"
4595,"1,00,000",--
4596,"1,08,300","67,700"
4597,"1,00,000",--
4598,"12,920","22,230"
4599,--,--
4600,"29,130",--
4601,--,--
4602,"35,750","42,350"
4603,--,--
4604,--,--
4605,--,--
4606,--,--
4607,--,--
4608,"81,050",--
4609,"1,11,000","95,600"
4610,"75,000",--
4611,"5,000",--
4612,"85,000","65,000"
4613,--,--
4614,--,--
4615,"70,000",--
4616,"2,630",--
4617,"1,38,000","83,000"
4618,"2,35,300","2,33,000"
4619,"1,08,000","94,000"
4620,"1,80,150","1,50,150"
4621,"1,20,000","83,000"
4622,"77,750","72,400"
4623,"32,810","79,214"
4624,"12,725",--
4625,"1,31,000","1,39,000"
4626,"71,230",--
4627,"1,00,000",--
4628,"2,73,000","1,21,000"
4629,"73,880","56,050"
4630,"75,000","67,440"
4631,"40,600","50,200"
4632,"82,780",--
4633,"59,940","35,312"
4634,--,--
4635,"72,230","69,750"
4636,"76,900","66,400"
4637,"60,000","30,000"
4638,--,--
4639,"76,100","69,750"
4640,"31,500",--
4641,"75,200",--
4642,"75,100","60,000"
4643,"2,83,000","36,525"
4644,"2,27,500","59,400"
4645,"2,85,000","2,44,000"
4646,"1,88,000","1,03,000"
4647,"20,362","21,562"
4648,"1,10,000","1,07,500"
4649,"69,600","84,500"
4650,"1,30,000","90,000"
4651,"53,000",--
4652,"47,450","49,450"
4653,"93,000","53,000"
4654,"1,35,000",--
4655,"85,000","95,000"
4656,"50,000","50,000"
4657,"60,000","40,000"
4658,"71,250","1,07,000"
4659,"1,31,200","62,200"
4660,"2,85,000",--
4661,--,--
4662,--,--
4663,"1,10,000",--
